pert,freenrg_1,freenrg_2,freenrg_3,freenrg_4,freenrg_5,SEM
mobley_1722522~mobley_9114381,-20.990377,-21.232086,-20.650766,-21.181165,-21.612009,0.15723836712221348
mobley_1571523~mobley_2457863,-42.352361,-44.29417,-41.102032,-50.384501,-41.938591,1.6764501482108254
mobley_5346580~mobley_6497672,1.587879,0.251051,1.88313,-0.731512,0.475142,0.26743402145966166
mobley_1674094~mobley_1893937,-27.231282,-27.490491,-28.516139,-27.30984,-27.221493,0.24536367422358984
mobley_1231151~mobley_1923244,1.294795,1.294795,1.294795,1.294795,1.294795,0.0
mobley_9478823~mobley_6257907,-43.443976,-44.320739,-44.387753,-43.5184,-44.291238,0.13975053371417068
mobley_1178614~mobley_20524,-39.580643,-39.580643,-39.580643,-39.580643,-39.580643,0.0
mobley_929676~mobley_2213823,2.216706,2.102919,2.686843,2.762775,2.260656,0.08881646225870017
mobley_1722522~mobley_820789,-28.293158,-28.09152,-27.470682,-27.638089,-28.23607,0.1653135945766105
mobley_9794857~mobley_2213823,19.895001,20.121691,20.461342,19.75248,19.666358,0.0953503467491451
mobley_1977493~mobley_6235784,17.214704,17.214704,17.214704,17.214704,17.214704,0.0
mobley_628086~mobley_3546460,-42.816447,-40.759022,-39.702138,-37.518685,-39.804257,0.5719424505301755
mobley_1502181~mobley_7375018,-2.101244,-1.969427,-2.28606,-2.292138,-2.299121,0.06636880107776544
mobley_2859600~mobley_8127829,-20.98055,-21.08083,-21.112882,-20.766007,-21.25382,0.08102386864029668
mobley_1363784~mobley_4287564,-43.127644,-43.151212,-42.605875,-42.815993,-42.961325,0.10173611239348618
mobley_5935995~mobley_2364370,-27.754906,-27.593189,-27.083087,-26.506368,-26.791087,0.16295408446651619
mobley_1893937~mobley_5690766,11.039388,11.039388,11.039388,11.039388,11.039388,0.0
mobley_929676~mobley_8522124,0.005329,-0.199951,-0.22278,0.226742,-0.312583,0.06465448202822273
mobley_1662128~mobley_1674094,-23.996644,-23.748252,-23.969105,-24.36742,-23.705408,0.11769374390357368
mobley_1858644~mobley_2923700,-14.495117,-14.147974,-14.433016,-14.737653,-14.603928,0.0985793916458202
mobley_9942801~mobley_9478823,-0.833255,2.252946,0.1958,-2.901433,-4.721993,0.8069819214088725
mobley_1199854~mobley_2068538,1.968865,1.875258,1.569886,2.345605,2.164295,0.13168251645127382
mobley_1923244~mobley_9121449,25.72659,25.499688,25.457605,25.59416,25.837155,0.04713723351454182
mobley_9257453~mobley_7009711,-15.259407,-15.259407,-15.259407,-15.259407,-15.259407,5.921189464667501e-16
mobley_1650157~mobley_4699732,27.800652,27.511396,28.484281,28.067602,28.174724,0.16549943287757796
mobley_9624458~mobley_1903702,54.588887,54.588887,54.588887,54.588887,54.588887,0.0
mobley_1977493~mobley_7708038,2.010335,2.010335,2.010335,2.010335,2.010335,0.0
mobley_1178614~mobley_1760914,-39.580643,-39.580643,-39.580643,-39.580643,-39.580643,0.0
mobley_1424265~mobley_6743808,-20.289586,-20.315438,-20.579271,-20.143454,-20.467979,0.07535637306863964
mobley_9838013~mobley_2178600,21.309797,22.037161,22.219141,22.290759,22.372713,0.12812312712151386
mobley_1827204~mobley_4792268,-28.144861,-27.745338,-28.404633,-27.722348,-28.398166,0.15011489682419923
mobley_929676~mobley_7106722,0.905059,0.220694,-0.532887,-0.012177,0.305763,0.15551248979660046
mobley_929676~mobley_2609604,4.807367,5.593892,4.845487,4.271823,4.53381,0.14769843112254857
mobley_628086~mobley_3639400,-20.064343,-19.998204,-3.502695,-5.408197,15.683953,3.32226736466837
mobley_1139153~mobley_8436428,-1.287338,-1.481496,-1.190122,-1.698221,-1.790459,0.11504379534916256
mobley_1650157~mobley_7708038,29.572982,28.863959,29.374693,29.342105,29.537038,0.12667095996659974
mobley_1017962~mobley_5690766,41.611363,41.207037,41.316929,41.131815,41.23259,0.08327842348195512
mobley_1036761~mobley_8789465,55.876015,56.711893,57.147598,56.174706,53.598877,0.6159082812748503
mobley_1199854~mobley_511661,32.80302,33.246878,31.66396,35.100505,30.481584,0.7764835422468138
mobley_1881249~mobley_5759258,4.585835,5.201398,4.872049,4.628974,4.51727,0.12525976574119876
mobley_1017962~mobley_2792521,19.002729,19.04195,19.9005,19.634142,19.20738,0.17597584320366277
mobley_9913368~mobley_8427539,-89.892067,-5.419597,15.384223,-3.35035,17.150193,5.9243949792627175
mobley_3187514~mobley_2689721,-42.197516,-43.712794,-42.556365,-44.361787,-43.541742,0.3950521672847018
mobley_1563176~mobley_7142697,-1.453432,-3.087201,-2.801552,-2.442089,-1.83981,0.3013969105630315
mobley_1881249~mobley_7106722,11.098541,10.690069,10.687387,10.780713,10.589644,0.08769077991807372
mobley_9733743~mobley_8320545,-178.158885,-172.972624,-176.079967,-179.143908,-175.83454,0.7115642503761049
mobley_1755375~mobley_2850833,-40.330704,-42.052474,-41.369804,-40.647315,-41.768148,0.32663427332660583
mobley_9478823~mobley_2661134,0.474014,1.16058,1.647337,1.289557,0.938786,0.12970110075732674
mobley_1674094~mobley_8668219,-5.411601,-4.832278,-4.967594,-5.89427,-5.121338,0.18866536358759653
mobley_9434451~mobley_7758918,-20.410654,-20.855036,-21.031616,-19.835929,-20.062218,0.15134525929448694
mobley_1755375~mobley_3183805,-3.529719,-3.164787,-3.183298,-3.721462,-3.721089,0.12349543094665483
mobley_9478823~mobley_3727287,24.170357,24.6415,24.116883,24.080457,24.935845,0.11351425849344027
mobley_9733743~mobley_6006813,-163.351933,-163.981983,-163.560991,-163.934889,-164.473022,0.12856654631739095
mobley_1571523~mobley_8789465,7.856723,7.704925,8.620097,7.14476,8.120591,0.24258554408711155
mobley_9913368~mobley_2008055,-20.062218,-20.062218,-20.062218,-20.062218,-20.062218,0.0
mobley_1976156~mobley_6081058,19.496205,20.071501,19.96592,19.555575,19.395836,0.13483107629052019
mobley_1036761~mobley_3727287,81.134941,86.332051,86.296276,84.406884,85.031371,0.9512948868108472
mobley_4715906~mobley_9478823,49.217457,53.828649,51.870219,51.98633,50.209908,0.7950001123138657
mobley_9434451~mobley_2493732,17.069674,15.544531,15.141018,16.611053,15.927831,0.23337137311071837
mobley_1571523~mobley_1905088,14.020142,13.676576,14.432932,14.499409,14.75162,0.1904633788995669
mobley_1650157~mobley_7099614,52.736555,51.607872,55.412765,53.561514,51.708153,0.7004598826507766
mobley_1424265~mobley_3398536,7.28721,6.908039,7.567013,6.766459,7.117631,0.14093871381760234
mobley_994483~mobley_511661,25.964037,26.928543,25.714883,26.484355,26.466199,0.14230132529055692
mobley_1328465~mobley_766666,36.353995,15.771734,-1.042084,20.914458,14.511503,4.007388652608697
mobley_1760914~mobley_3234716,-20.313983,-20.313983,-20.313983,-20.313983,-20.313983,0.0
mobley_1563176~mobley_8492526,-0.937745,-0.931181,-1.037399,-0.897168,-0.992492,0.024816114955810466
mobley_1827204~mobley_5759258,-3.507938,-3.639668,-3.374188,-3.617425,-3.431214,0.051442591466215944
mobley_1755375~mobley_1987439,-10.430656,-10.688787,-11.062364,-10.7326,-10.390412,0.1210925173974016
mobley_1728386~mobley_1424265,13.582024,14.449695,13.876745,13.266348,13.522205,0.20237362774052348
mobley_9733743~mobley_1963873,-30.928936,-31.265789,-30.939285,-31.806643,-30.565313,0.13886889057499135
mobley_1728386~mobley_1858644,10.39789,10.261664,10.099706,10.413857,10.641479,0.08970701830927182
mobley_9624458~mobley_4465023,-0.742754,-0.742754,-0.742754,-0.742754,-0.742754,3.700743415417188e-17
mobley_1903702~mobley_9733743,7.792717,7.683117,7.684308,7.724325,8.061909,0.07100959085672863
mobley_9838013~mobley_8118832,33.529731,34.086417,33.635723,33.547718,33.565876,0.06992063510930675
mobley_1650157~mobley_2213823,35.619422,35.670175,35.651895,35.311308,35.863731,0.08893144892747526
mobley_1800170~mobley_525934,2.762671,3.172083,2.920282,2.862246,3.155904,0.08135061040545427
mobley_1019269~mobley_2410897,-7.582589,-8.45942,-7.200069,-8.293438,-10.233913,0.5232344425917888
mobley_1017962~mobley_7977115,-4.63745,-4.701626,-4.626822,-4.630559,-4.652037,0.013677745250588666
mobley_1803862~mobley_9112978,26.550274,26.872561,26.495929,28.154243,26.613456,0.2449592883894881
mobley_9733743~mobley_1199854,2.306785,1.521984,0.269743,0.770933,0.796374,0.23658223229720549
mobley_1875719~mobley_2213823,-7.113718,-7.060161,-6.895076,-6.96515,-7.058793,0.03905464561943937
mobley_1017962~mobley_1803862,6.558755,5.769626,4.782852,5.999914,3.901551,0.47251572190569485
mobley_1674094~mobley_9883303,-22.584251,-23.168735,-23.468606,-21.874459,-22.996489,0.2759590960580933
mobley_9434451~mobley_9913368,19.916233,19.819901,20.242749,19.803207,20.275517,0.06869465868597222
mobley_9478823~mobley_5520946,-3.500962,-3.138185,-3.842374,-3.268831,-3.050211,0.09498980100027112
mobley_9624458~mobley_1328465,-11.755956,-11.755956,-11.755956,-11.755956,-11.755956,0.0
mobley_8221999~mobley_2310185,-5.545493,-5.419597,-6.060855,-5.802138,-5.581842,0.05120343628826464
mobley_1017962~mobley_2402487,-104.527674,-104.180704,-103.935869,-104.253242,-104.95445,0.1738357374323236
mobley_1017962~mobley_7203421,-42.730638,-42.682388,-42.66864,-42.580419,-42.445348,0.05027812941786896
mobley_9838013~mobley_7758918,-3.689298,-4.489696,-4.772483,-3.96315,-3.985389,0.1310329504173834
mobley_1363784~mobley_296847,-24.791194,-25.268546,-24.969118,-24.915052,-24.599089,0.11019219743266781
mobley_1563176~mobley_7227357,-2.783672,-2.560441,-2.815438,-2.65203,-2.90839,0.06158478494758261
mobley_1662128~mobley_1875719,-8.575844,-8.96733,-8.466688,-8.544923,-8.811412,0.09332614630723816
mobley_1650157~mobley_778352,64.576983,65.375,66.986963,65.188735,67.256255,0.5267883303798977
mobley_9794857~mobley_2043882,15.146789,15.448367,16.307143,15.983045,15.448367,0.10296926317579766
mobley_3761215~mobley_7690440,23.256066,-1.629309,16.307143,79.403089,-3.239338,5.375999462034615
mobley_9794857~mobley_1075836,20.373066,20.613571,21.157377,20.651329,20.435165,0.09207856408514524
mobley_9794857~mobley_1875719,20.424381,20.695589,20.914644,20.933913,21.015256,0.0713909075606816
mobley_9838013~mobley_2487143,9.163293,9.831246,7.929497,8.51866,8.930813,0.21195324596223786
mobley_1881249~mobley_8436428,12.408881,11.67608,12.224233,12.041183,12.056969,0.12127316903519894
mobley_1502181~mobley_9897248,51.666327,51.63353,53.330425,50.046723,49.406262,0.6888496564987603
mobley_1903702~mobley_8427539,-23.4086,-24.058489,-23.937936,-24.610386,-23.020702,0.2741173904792615
mobley_1563176~mobley_9624458,-4.234794,-4.008143,-5.311601,-5.4441,-4.322889,0.21053132754398388
mobley_1722522~mobley_8514745,-10.091287,-9.138595,-9.544939,-8.289712,-8.972571,0.2997681483861151
mobley_9883303~mobley_4043987,-1.75158,-1.80007,-2.240108,-2.48652,-1.921347,0.14040198176094243
mobley_1107178~mobley_6474572,18.165733,17.71471,17.505199,17.653506,18.406425,0.16991870909131776
mobley_929676~mobley_4043951,21.643852,21.184878,22.192434,22.407924,21.554028,0.14808244834196627
mobley_9510785~mobley_1034539,125.825876,133.546281,-8.122367,-8.122367,132.365445,22.666832439461775
mobley_1976156~mobley_3378420,-5.798758,-5.802572,-5.82611,-6.058286,-5.858475,0.03236115901948573
mobley_1674094~mobley_4043987,-29.175915,-28.835513,-29.12849,-29.495367,-28.787769,0.12828625514075961
mobley_9478823~mobley_9942801,2.78484,7.007534,11.459078,1.753002,6.587279,1.1499030243558916
mobley_1046331~mobley_2661134,-1.609165,-0.937968,-1.534956,-0.264416,-0.718816,0.25302201331986907
mobley_1019269~mobley_4465023,19.124093,16.460993,17.335716,21.659275,18.574307,0.8889177471323431
mobley_2008055~mobley_994483,-3.338445,-2.450658,-2.666625,-2.480255,-2.168172,0.1963017543755022
mobley_967099~mobley_6006813,-1.6827,-3.824011,-15.371428,-1.6827,-3.824011,2.6886978526524032
mobley_9624458~mobley_7758918,-47.755111,-47.755111,-47.755111,-47.755111,-47.755111,0.0
mobley_1019269~mobley_4630641,18.586038,18.953439,19.10723,19.01935,18.634214,0.10518565079724541
mobley_8514745~mobley_3572203,19.851273,19.941119,20.270466,20.349013,20.53308,0.12769816598816155
mobley_1977493~mobley_1231151,-19.717284,-9.81043,-9.198319,-9.198319,-9.48063,2.0621581351331084
mobley_2310185~mobley_1967551,0.037288,-0.385862,0.415236,0.17676,0.274664,0.0913725710728456
mobley_1017962~mobley_5123639,-10.07798,-13.902471,-12.209444,-9.442211,-9.70271,0.860943120572631
mobley_1019269~mobley_1977493,4.035908,4.840544,4.353686,4.631367,5.263797,0.2091891506093469
mobley_1650157~mobley_7758918,3.924596,4.317266,4.16463,4.864233,4.497929,0.15853250263885943
mobley_1178614~mobley_3169935,11.397147,11.397147,11.397147,11.397147,11.397147,0.0
mobley_9733743~mobley_1231151,-4.562244,0.786527,-2.807316,-5.067431,-3.801387,0.6942810567520075
mobley_1760914~mobley_4553008,5.027211,5.027211,5.027211,5.027211,5.027211,0.0
mobley_1923244~mobley_5449201,1.215411,0.97062,1.481808,1.353081,1.482406,0.09612178762559505
mobley_1571523~mobley_1046331,22.021293,34.589392,22.224877,25.123801,17.379669,2.8629938515861255
mobley_1563176~mobley_820789,-32.276841,-33.069801,-31.952219,-32.599221,-32.190217,0.1931900507392656
mobley_9942801~mobley_1905088,1.729097,2.155101,2.233633,2.12591,1.91589,0.06143841419879117
mobley_2043882~mobley_1858644,17.071106,17.396133,18.162608,20.862164,18.856133,0.6736516609579019
mobley_9838013~mobley_7227357,18.080343,18.399934,17.736233,17.831235,17.791313,0.12305012312370911
mobley_3040612~mobley_2850833,-45.508274,-46.026075,-45.918647,-46.511972,-45.202557,0.22455738879159612
mobley_1650157~mobley_7983227,33.410372,33.28632,33.841179,33.556559,33.507448,0.09254026113892154
mobley_1017962~mobley_1899443,15.343398,17.280695,16.159476,17.839743,16.685825,0.43368601336250145
mobley_1017962~mobley_2197088,6.185214,6.539236,6.237707,6.534631,6.332859,0.0737184164443322
mobley_9414831~mobley_2261979,14.984801,15.775215,14.661347,15.390417,16.570974,0.22114633555869748
mobley_994483~mobley_1199854,1.82105,1.796467,2.158727,2.260502,1.49942,0.09117215432731882
mobley_186894~mobley_9121449,15.330288,14.449166,13.549877,14.646324,13.961139,0.30356528657265797
mobley_1019269~mobley_7542832,8.12409,8.244151,8.313977,8.29806,7.723235,0.10955412270225157
mobley_1923244~mobley_9112978,25.107267,25.478668,25.264648,25.406218,25.535549,0.0774564128532942
mobley_1571523~mobley_6743808,-12.247115,-12.034238,-12.072542,-12.614841,-12.299359,0.10332780022578629
mobley_1674094~mobley_4893032,-3.112802,-3.098728,-3.017458,-3.10201,-3.050843,0.01817530170973784
mobley_9478823~mobley_2923700,-14.545578,-12.747303,10.643859,-7.389813,-12.11037,3.0814019205738803
mobley_1563176~mobley_313406,-3.980178,-4.657442,-4.4504,-4.341343,-5.17422,0.19685804778052632
mobley_1803862~mobley_778352,31.43101,32.163255,31.220605,31.417638,31.629002,0.1074983720990953
mobley_1019269~mobley_6091882,28.386416,25.054818,29.054277,26.119941,24.642058,0.8846772397245788
mobley_9434451~mobley_1261349,2.622564,3.007849,2.922704,2.804894,3.136525,0.058518917798681874
mobley_1019269~mobley_7859387,5.580071,5.538894,6.13735,6.416437,6.416559,0.19405798299513471
mobley_1803862~mobley_8573194,-3.657022,-3.4838,-3.77269,-3.65121,-3.872369,0.06525849078426499
mobley_9478823~mobley_7608462,1.584175,1.37188,1.666374,1.88194,1.926926,0.0676366716067877
mobley_9624458~mobley_1923244,-31.911466,-31.911466,-31.911466,-31.911466,-31.911466,0.0
mobley_929676~mobley_3414356,-22.552568,-22.94096,-23.043424,-22.574965,-22.031619,0.11876134385366707
mobley_1017962~mobley_902954,-180.416662,-181.846685,-181.097423,41.067218,-181.553443,44.45980878009945
mobley_1017962~mobley_2517158,0.865723,0.483847,0.32572,0.545462,0.927727,0.11517376607170574
mobley_9913368~mobley_6632459,-31.911466,-31.911466,-31.911466,-31.911466,-31.911466,0.0
mobley_2005792~mobley_9717937,3.38076,3.333173,3.474324,3.345362,3.568504,0.044527053652358345
mobley_9624458~mobley_2198613,-31.911466,-31.911466,-31.911466,-31.911466,-31.911466,0.0
mobley_1899443~mobley_5935995,-28.960525,-29.312553,-29.072504,-29.157553,-29.338225,0.07146546437406003
mobley_1881249~mobley_8573194,9.679026,9.405735,9.062974,9.404676,9.335235,0.09827680538021161
mobley_7573149~mobley_8514745,1.60495,1.856762,1.483361,1.077454,1.675462,0.1303960486749503
mobley_1881249~mobley_6497672,27.049952,27.241164,26.318088,25.855152,26.81604,0.25286062309944607
mobley_1017962~mobley_3060426,2.425673,2.206138,2.236526,3.076818,3.767915,0.3006091826623065
mobley_1019269~mobley_4013838,44.27009,44.301983,44.896389,44.475639,44.729841,0.12177084204340499
mobley_1019269~mobley_4792268,-27.759902,-28.05453,-27.322274,-27.447862,-27.694119,0.12762620616299764
mobley_1728386~mobley_1905088,21.377423,21.909448,21.174294,21.806279,21.213613,0.15239910699036294
mobley_1923244~mobley_430089,11.639178,11.294071,11.701802,11.698164,11.424674,0.08189717511514055
mobley_1017962~mobley_3802803,-176.014632,-175.704783,-176.036802,-176.384804,-175.508797,0.15059060042333597
mobley_9883303~mobley_4792268,-35.582682,-35.347211,-34.921497,-35.370248,-35.57463,0.08002832630362783
mobley_4561957~mobley_900088,48.386082,48.7296,48.678971,48.71762,-25.735147,10.479106315418008
mobley_1650157~mobley_8118832,46.855747,46.204281,48.940909,46.768864,49.867128,0.7088547703839903
mobley_1760914~mobley_3169935,-20.313983,-20.313983,-20.313983,-20.313983,-20.313983,0.0
mobley_9838013~mobley_5286200,19.865356,20.213161,20.970283,19.484721,20.327631,0.16529795893928417
mobley_1674094~mobley_9112978,14.849846,11.844825,12.668317,13.267542,12.796536,0.49713541234852693
mobley_1674094~mobley_7142697,-26.692777,-26.883949,-26.765713,-26.661878,-26.838996,0.04207613124159601
mobley_1976156~mobley_4375719,1.046507,1.187358,1.101792,1.092399,1.148579,0.02422730099907951
mobley_1977493~mobley_210639,17.736404,17.736404,17.736404,17.736404,17.736404,0.0
mobley_1520842~mobley_4884177,54.891512,54.800556,50.224749,43.573365,49.02605,2.0976972016766524
mobley_1674094~mobley_2864987,-24.797248,-24.736527,-24.674902,-24.965194,-24.926521,0.05521178098069319
mobley_1328465~mobley_4699732,-20.998696,-20.998696,-20.998696,-20.998696,-20.998696,0.0
mobley_6190089~mobley_5952846,-25.800409,-24.262009,5.178869,-21.673613,-1.387207,3.6461813262045153
mobley_1674094~mobley_6235784,-0.029139,-0.059974,0.290776,-0.327974,-0.708025,0.16712864465656388
mobley_1662128~mobley_8573194,-18.896452,-18.685394,-19.020308,-18.797607,-18.925026,0.057233314797939326
mobley_1674094~mobley_4759887,-29.103413,-29.27587,-30.116646,-29.000782,-30.04488,0.2380687567125091
mobley_2008055~mobley_1107178,-5.357286,-3.780814,-5.313062,-4.595667,-5.364701,0.3113926950288013
mobley_9617923~mobley_9407874,2.634238,2.191715,1.688478,2.085924,2.193093,0.10053350276701016
mobley_1650157~mobley_6632459,32.366707,32.586769,31.934249,32.287568,32.317459,0.10509732199613768
mobley_8739734~mobley_4893032,-13.407331,-12.998241,-13.06232,-13.287444,-13.522313,0.09969025772531638
mobley_9624458~mobley_9121449,2.923676,2.923676,2.923676,2.923676,2.923676,0.0
mobley_1967551~mobley_1800170,6.634648,6.62318,6.640148,6.680042,6.554348,0.02041608861266039
mobley_1803862~mobley_8739734,6.967093,7.020158,6.861964,6.905702,6.8397,0.03336486203717925
mobley_1903702~mobley_511661,50.690039,51.019752,51.747267,50.780473,51.939855,0.25584623296707
mobley_1899443~mobley_4043987,-21.717345,-21.466117,-22.554469,-21.67217,-21.439209,0.11907298913376142
mobley_9624458~mobley_1199854,-31.911466,-31.911466,-31.911466,-31.911466,-31.911466,0.0
mobley_1424265~mobley_3183805,1.440619,1.258442,1.332749,1.445271,1.539338,0.048796461192795536
mobley_1231151~mobley_2493732,33.760807,33.760807,33.760807,33.760807,33.760807,0.0
mobley_1827204~mobley_7859387,-2.230705,-2.363343,-2.202861,-2.347008,-2.249199,0.03221472781880986
mobley_4603202~mobley_8765203,-173.916631,5.590143,78.81314,4.503619,18.010166,12.659069059042121
mobley_1017962~mobley_820789,-26.610501,-25.600361,-26.579612,-26.70594,-25.91505,0.22085000943024644
mobley_1036761~mobley_8057732,32.585971,29.645954,31.654762,30.36869,35.665701,1.051222485030766
mobley_1019269~mobley_1235151,-159.94074,-161.756728,-160.7538,-158.77685,-161.644013,0.5570846804580447
mobley_3414356~mobley_3738859,20.307017,19.884971,19.816484,20.933696,20.39061,0.20128017592962325
mobley_1107178~mobley_1967551,-7.891659,-7.888406,-7.797668,-7.942843,-7.920731,0.02475091382272583
mobley_525934~mobley_4364398,-3.708162,-3.608069,-3.804218,-3.99492,-4.271204,0.11735177835874495
mobley_1662128~mobley_2864987,-40.537457,-6.936637,-38.809851,-39.188903,-39.292708,6.51059221214808
mobley_1017962~mobley_9197172,19.07523,18.701888,17.967704,17.414723,18.401854,0.28863920260983295
mobley_1662128~mobley_6474572,-6.196187,-6.374982,-6.430825,-6.215347,-7.090572,0.16357569415979864
mobley_1178614~mobley_1079207,-39.580643,-39.580643,-39.580643,-39.580643,-39.580643,0.0
mobley_1636752~mobley_7015518,2.408198,2.290109,2.084894,2.520654,2.263531,0.07320697760418746
mobley_1034539~mobley_9510785,-15.343303,-15.343303,-14.93643,-14.745612,-14.994791,0.11791476824359218
mobley_9434451~mobley_7532833,10.252042,9.729618,10.70975,10.423879,9.856797,0.12032981765490294
mobley_1231151~mobley_2198613,33.760807,33.760807,33.760807,33.760807,33.760807,0.0
mobley_1800170~mobley_2068538,3.186593,3.412858,3.468748,3.322683,3.149849,0.0619685411054674
mobley_8467917~mobley_7157427,-26.806649,-26.757496,-27.260575,-27.615923,-26.248593,0.23331854819975179
mobley_1019269~mobley_8320545,-173.724528,-173.556429,-172.79438,-172.221792,-174.63134,0.41230528672919114
mobley_1881249~mobley_430089,56.976482,57.05532,57.074226,57.336616,56.941231,0.06943162877680446
mobley_1079207~mobley_3169935,-18.934755,-18.934755,-18.934755,-18.934755,-18.934755,0.0
mobley_1019269~mobley_299266,21.147816,21.206069,22.340785,19.29151,21.136953,0.489728510300003
mobley_1363784~mobley_6309289,-34.88514,-36.43207,-39.883281,-38.150126,-38.491943,0.8672122257517468
mobley_1036761~mobley_5520946,56.980622,58.692064,59.792493,59.636545,65.730974,1.4783078937739804
mobley_1019269~mobley_7768165,0.922611,-1.31452,0.161348,-0.422689,0.294212,0.377137382090479
mobley_1571523~mobley_1755375,13.01891,13.202861,12.978783,12.839929,13.03508,0.058168596578050714
mobley_4690963~mobley_8514745,-21.762245,-20.77296,-20.064343,-21.403061,-20.21024,1.534347290790095
mobley_9913368~mobley_511661,-20.062218,-20.062218,-20.062218,-20.062218,-20.062218,0.0
mobley_9733743~mobley_2068538,0.825811,1.014286,4.627876,2.51373,3.649405,0.4911662690708763
mobley_1899443~mobley_6812653,-15.544531,-15.696007,-16.034973,-15.209609,-15.469028,0.13613118327980558
mobley_4759887~mobley_5449201,-1.398688,-0.693472,-0.489793,-0.361622,-0.833357,0.07385450114188406
mobley_9838013~mobley_3269565,11.360315,11.161861,11.172297,11.57792,11.105159,0.057971674672531066
mobley_9942801~mobley_5311804,3.581732,4.158182,-50.748535,4.314238,3.581732,8.963879734193036
mobley_1881249~mobley_5310099,24.949632,24.924567,24.891962,26.099813,24.534593,0.26589479203974653
mobley_1873346~mobley_2484519,3.315651,3.691625,2.865701,2.983572,3.359589,0.1465934372547421
mobley_1662128~mobley_430089,-0.536051,-0.444027,-0.863926,-0.825991,-1.01292,0.10638944116828511
mobley_1977493~mobley_1857976,-5.042632,-5.042632,-5.042632,-5.042632,-5.042632,0.0
mobley_1017962~mobley_5880265,11.734148,11.704706,11.074433,10.629598,11.557372,0.2134022631800328
mobley_9507933~mobley_6303022,64.383075,59.711326,67.458195,64.359951,67.240576,0.9326312168087453
mobley_1199854~mobley_1107178,-3.395501,-3.534728,-3.564033,-3.38161,-3.553663,0.04008063528563388
mobley_1563176~mobley_3639400,0.087859,0.089092,0.165763,0.062291,0.092352,0.017421572846904494
mobley_1893815~mobley_6190089,-3.18611,-3.18611,-3.18611,-3.18611,-3.18611,0.0
mobley_929676~mobley_8337977,-19.77435,-19.759837,-19.678259,-20.027592,-19.631941,0.0456693261529245
mobley_4683624~mobley_6102880,27.98094,53.617878,53.617878,27.98094,15.442887,5.88877955651345
mobley_1017962~mobley_7610437,7.674021,6.499668,7.064486,7.312502,6.695072,0.21063652744108752
mobley_1893937~mobley_7157427,-13.694991,-13.694991,-13.694991,-13.694991,-13.694991,8.881784197001252e-16
mobley_9434451~mobley_5627459,17.291937,17.160626,16.53254,16.780346,16.739116,0.0938987573899558
mobley_9897248~mobley_1502181,-49.583233,-50.381446,-50.581817,-50.888208,-50.172261,0.14604617274714482
mobley_9653690~mobley_5445548,13.389546,11.853206,13.363888,17.624737,12.403248,0.678257612999728
mobley_1722522~mobley_1017962,3.52949,4.198973,3.852597,4.591774,4.724316,0.2232209745599638
mobley_1017962~mobley_4893032,11.022662,9.463837,11.541789,10.645374,11.502538,0.3805535706476815
mobley_994483~mobley_2049967,-0.362283,-0.477478,-1.995225,-0.290484,-1.845897,0.253376124996689
mobley_8337722~mobley_5616693,5.679673,6.664118,5.34039,7.418533,5.84627,0.37646395016593553
mobley_1755375~mobley_2923700,-34.248415,-35.093954,-68.132401,-40.989267,-53.696267,6.443179927835467
mobley_5627459~mobley_8260524,29.994538,29.855604,30.07307,29.5733,29.647086,0.0964768281597192
mobley_1650157~mobley_2310185,18.999622,18.619642,18.530046,19.050227,18.790719,0.10196416344647768
mobley_2609604~mobley_7610437,-3.465532,-3.58038,-2.950251,-3.865371,-3.695157,0.15505037871911176
mobley_1662128~mobley_8772587,-22.759135,-24.161402,-24.215764,-24.317907,-24.075419,0.2893832572825525
mobley_1674094~mobley_7227357,-15.805842,-15.864594,-15.467552,-15.793001,-15.542281,0.07928031183276232
mobley_1017962~mobley_5347550,5.353985,7.086384,6.561681,6.946278,6.816496,0.3119542067793605
mobley_1019269~mobley_2068538,4.35855,3.686856,3.436868,4.99012,9.113985,1.0352629869979124
mobley_1662128~mobley_1199854,-14.526562,-14.587115,-14.420757,-14.650775,-14.294884,0.06296841766679549
mobley_1717215~mobley_313406,-7.612283,-8.092671,-7.173537,-7.327406,-7.411502,0.1589510233529183
mobley_1107178~mobley_7532833,5.538381,6.019966,6.060216,5.786287,5.278757,0.14771650454522678
mobley_1017962~mobley_1923244,5.03024,2.79629,3.401389,5.128849,4.544237,0.4624272551432279
mobley_9838013~mobley_2802855,19.765751,19.294983,19.063446,18.616306,18.585174,0.14723418745492212
mobley_1019269~mobley_6812653,8.476476,8.396199,8.93009,8.443632,8.33578,0.1060896748593378
mobley_1019269~mobley_859464,-12.454576,-12.743814,-12.970539,-11.952244,-12.259436,0.1786018460639195
mobley_9733743~mobley_6632459,5.259615,9.431576,3.803308,5.761404,6.447756,0.620174273427519
mobley_1857976~mobley_1231151,11.039388,11.039388,11.039388,11.039388,11.039388,0.0
mobley_1563176~mobley_3738859,1.029749,0.724873,0.838299,0.811053,0.836537,0.04989163030248661
mobley_4699732~mobley_1328465,-18.828058,-22.038338,41.67994,17.061652,44.724639,14.291688043231963
mobley_1017962~mobley_5449201,5.186393,4.572128,4.005005,4.092827,5.187687,0.2550358020392432
mobley_1800170~mobley_7532833,8.558606,8.401545,8.354254,8.578338,8.18237,0.07255680993786859
